 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
53	107981	2	2	70	196	35	35	35	0	98	98	98	0	2463.396338	37.04355396	35993.66667	62298.69618	107930	3	3	3	0	3	3	48	48	0	48	48	0	0	0	0	64	64	18.52177698	18.52177698	35	98	60.2	34.50652112	1190.7	0	0	0	0	0	0	0	0	1	75.25	35	98	64	0	0	0	0	0	0	2	70	2	196	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	100773815	11	7	1050	11595	350	0	95.45454545	163.4847783	4344	0	1656.428571	1547.737688	125.4790245	0.178617828	5927871.471	24300000	100000000	1	101000000	10100000	31700000	100000000	1	565417	94236.16667	172356.3684	427779	14	0	0	0	0	360	232	0.10915534	0.069462489	0	4344	665.5263158	1190.965079	1418397.819	0	0	0	0	1	0	0	0	0	702.5	95.45454545	1656.428571	360	0	0	0	0	0	0	11	1050	7	11595	251	235	3	32	1015	0	1015	1015	100000000	0	100000000	100000000	DoS Hulk
80	86105737	7	4	692	11595	346	0	98.85714286	168.8307126	8688	0	2898.75	4095.56617	142.6966475	0.127749908	8610573.7	27100000	85700000	13	86000000	14300000	35000000	85700000	252	361911	120637	114482.2117	228035	189	0	0	0	0	232	136	0.081295396	0.046454512	0	8688	1023.916667	2551.123833	6508232.811	0	0	0	0	1	0	0	0	0	1117	98.85714286	2898.75	232	0	0	0	0	0	0	7	692	4	11595	274	235	2	32	506	0	506	506	85700000	0	85700000	85700000	DoS Hulk
53	249	2	2	72	350	36	36	36	0	175	175	175	0	1694779.116	16064.25703	83	142.0281662	247	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	40	40	8032.128514	8032.128514	36	175	91.6	76.13343549	5796.3	0	0	0	0	0	0	0	0	1	114.5	36	175	40	0	0	0	0	0	0	2	72	2	350	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	85038069	7	5	326	11595	326	0	46.57142857	123.2164182	7240	0	2319	3331.638186	140.1842744	0.14111327	7730733.545	25600000	84900000	0	84900000	14200000	34700000	84900000	0	149491	37372.75	66176.45377	136215	65	0	0	0	0	232	168	0.082316074	0.058797196	0	7240	917	2244.674735	5038564.667	0	0	0	0	1	0	0	0	0	993.4166667	46.57142857	2319	232	0	0	0	0	0	0	7	326	5	11595	251	235	1	32	3	0	3	3	84900000	0	84900000	84900000	DoS Hulk
53	161	2	2	86	142	43	43	43	0	71	71	71	0	1416149.068	24844.7205	53.66666667	53.15386471	109	3	3	3	0	3	3	49	49	0	49	49	0	0	0	0	64	64	12422.36025	12422.36025	43	71	54.2	15.33623161	235.2	0	0	0	0	0	0	0	0	1	67.75	43	71	64	0	0	0	0	0	0	2	86	2	142	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	99000477	4	5	353	11595	347	0	88.25	172.5231868	7240	0	2319	3331.638186	120.6862872	0.090908653	12400000	34900000	98900000	3	98900000	33000000	57100000	98900000	3	149433	37358.25	67414.04899	138183	46	0	0	0	0	124	168	0.040403846	0.050504807	0	7240	1195.4	2519.231064	6346525.156	1	0	0	0	0	0	0	0	1	1328.222222	88.25	2319	124	0	0	0	0	0	0	4	353	5	11595	0	235	1	20	0	0	0	0	98900000	0	98900000	98900000	DoS Hulk
443	49	2	0	31	0	31	0	15.5	21.92031022	0	0	0	0	632653.0612	40816.32653	49	0	49	49	49	49	0	49	49	0	0	0	0	0	1	0	0	0	64	0	40816.32653	0	0	31	20.66666667	17.89785834	320.3333333	0	1	0	0	1	0	0	0	0	31	15.5	0	64	0	0	0	0	0	0	2	31	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	84002111	7	6	361	11595	361	0	51.57142857	136.4451748	5792	0	1932.5	2181.008184	142.3297565	0.154758016	7000175.917	24200000	83900000	1	83900000	14000000	34200000	83900000	1	146391	29278.2	58858.2652	134167	45	0	0	0	0	232	200	0.083331239	0.071426776	0	5792	854	1666.669133	2777786	0	0	0	0	1	0	0	0	0	919.6923077	51.57142857	1932.5	232	0	0	0	0	0	0	7	361	6	11595	251	235	1	32	1000	0	1000	1000	83900000	0	83900000	83900000	DoS Hulk
80	4	2	0	0	0	0	0	0	0	0	0	0	0	0	500000	4	0	4	4	4	4	0	4	4	0	0	0	0	0	0	0	0	0	64	0	500000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	27115	2	2	72	200	36	36	36	0	100	100	100	0	10031.34796	147.519823	9038.333333	15648.79038	27108	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	64	64	73.75991149	73.75991149	36	100	61.6	35.05424368	1228.8	0	0	0	0	0	0	0	0	1	77	36	100	64	0	0	0	0	0	0	2	72	2	200	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
443	117328859	15	17	1020	5353	355	0	68	99.53463145	1430	0	314.8823529	489.3507028	54.31741222	0.272737673	3784801.903	14600000	58900000	0	117000000	8380632.786	21200000	58900000	161	117000000	7327234.438	20000000	59000000	0	0	0	0	0	312	352	0.127845784	0.144891889	0	1430	193.1212121	374.7619876	140446.5473	0	0	0	1	0	0	0	0	1	199.15625	68	314.8823529	312	0	0	0	0	0	0	15	1020	17	5353	8192	360	14	20	188184	142483.4306	288935	87433	58400000	692126.724	58900000	57900000	BENIGN
80	85206058	5	6	318	11595	306	0	63.6	135.5389243	7240	0	1932.5	3126.682571	139.8140024	0.129098802	8520605.8	26900000	85000000	4	85100000	21300000	42500000	85000000	4	85200000	17000000	38000000	85100000	85	0	0	0	0	144	200	0.058681274	0.070417528	0	7240	993.25	2326.590448	5413023.114	1	0	0	0	0	0	0	0	1	1083.545455	63.6	1932.5	144	0	0	0	0	0	0	5	318	6	11595	0	235	2	20	10007	0	10007	10007	85000000	0	85000000	85000000	DoS Hulk
80	100825668	7	6	622	11595	311	0	88.85714286	151.7524613	5792	0	1932.5	2181.008184	121.1695419	0.128935421	8402139	29000000	100000000	3	101000000	16800000	41000000	100000000	3	358350	71670	103021.9522	223883	14	0	0	0	0	232	200	0.069426765	0.059508656	0	5792	872.6428571	1657.701959	2747975.786	0	0	0	0	1	0	0	0	0	939.7692308	88.85714286	1932.5	232	0	0	0	0	0	0	7	622	6	11595	251	235	2	32	7	0	7	7	100000000	0	100000000	100000000	DoS Hulk
80	361	2	0	0	0	0	0	0	0	0	0	0	0	0	5540.166205	361	0	361	361	361	361	0	361	361	0	0	0	0	0	0	0	0	0	64	0	5540.166205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	264	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
53	249	2	2	56	568	28	28	28	0	284	284	284	0	2506024.096	16064.25703	83	101.1484058	197	4	4	4	0	4	4	48	48	0	48	48	0	0	0	0	40	40	8032.128514	8032.128514	28	284	130.4	140.2169747	19660.8	0	0	0	0	0	0	0	0	1	163	28	284	40	0	0	0	0	0	0	2	56	2	568	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
58704	1097	3	0	286	0	274	6	95.33333333	154.7298721	0	0	0	0	260711.0301	2734.731085	548.5	771.4534983	1094	3	1097	548.5	771.4534983	1094	3	0	0	0	0	0	0	0	0	0	60	0	2734.731085	0	6	274	73	134	17956	0	0	0	0	1	0	0	0	0	97.33333333	95.33333333	0	60	0	0	0	0	0	0	3	286	0	0	60	-1	2	20	0	0	0	0	0	0	0	0	BENIGN
80	979	2	0	0	0	0	0	0	0	0	0	0	0	0	2042.900919	979	0	979	979	979	979	0	979	979	0	0	0	0	0	0	0	0	0	64	0	2042.900919	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	54809	1	1	60	88	60	60	60	0	88	88	88	0	2700.286449	36.49035742	54809	0	54809	54809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	18.24517871	18.24517871	60	88	69.33333333	16.16580754	261.3333333	0	0	0	0	0	0	0	0	1	104	60	88	32	0	0	0	0	0	0	1	60	1	88	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
53	117697	2	2	116	528	58	58	58	0	264	264	264	0	5471.677273	33.98557312	39232.33333	67908.2314	117646	2	49	49	0	49	49	2	2	0	2	2	0	0	0	0	40	80	16.99278656	16.99278656	58	264	140.4	112.8308468	12730.8	0	0	0	0	0	0	0	0	1	175.5	58	264	40	0	0	0	0	0	0	2	116	2	528	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	1258792	5	6	726	11595	363	0	145.2	198.8232884	5792	0	1932.5	2362.781391	9787.955437	8.738536629	125879.2	313728.4775	998982	2	1222980	305745	472274.3978	998982	2	259754	51950.8	97364.41135	224000	180	0	0	0	0	176	200	3.972062104	4.766474525	0	5792	1026.75	1857.025193	3448542.568	0	0	0	1	0	0	0	0	1	1120.090909	145.2	1932.5	176	0	0	0	0	0	0	5	726	6	11595	29200	235	2	32	0	0	0	0	0	0	0	0	DoS Hulk
53	47618	1	1	57	122	57	57	57	0	122	122	122	0	3759.0827	42.00092402	47618	0	47618	47618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	21.00046201	21.00046201	57	122	78.66666667	37.5277675	1408.333333	0	0	0	0	0	0	0	0	1	118	57	122	32	0	0	0	0	0	0	1	57	1	122	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
443	53	2	0	0	0	0	0	0	0	0	0	0	0	0	37735.84906	53	0	53	53	53	53	0	53	53	0	0	0	0	0	0	0	0	0	64	0	37735.84906	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	339	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	31138023	2	0	0	0	0	0	0	0	0	0	0	0	0	0.064230154	31100000	0	31100000	31100000	31100000	31100000	0	31100000	31100000	0	0	0	0	0	0	0	0	0	64	0	0.064230154	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	410	-1	0	32	0	0	0	0	31100000	0	31100000	31100000	DoS GoldenEye
53	50155	2	2	102	158	51	51	51	0	79	79	79	0	5183.929818	79.75276642	16718.33333	28911.97858	50103	3	49	49	0	49	49	3	3	0	3	3	0	0	0	0	64	40	39.87638321	39.87638321	51	79	62.2	15.33623161	235.2	0	0	0	0	0	0	0	0	1	77.75	51	79	64	0	0	0	0	0	0	2	102	2	158	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
49497	1	2	0	20	0	14	6	10	5.656854249	0	0	0	0	20000000	2000000	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	40	0	2000000	0	6	14	11.33333333	4.618802154	21.33333333	0	1	0	0	1	0	0	0	0	17	10	0	40	0	0	0	0	0	0	2	20	0	0	229	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	169	2	2	102	224	51	51	51	0	112	112	112	0	1928994.083	23668.63905	56.33333333	92.37604307	163	3	3	3	0	3	3	3	3	0	3	3	0	0	0	0	40	40	11834.31953	11834.31953	51	112	75.4	33.41107601	1116.3	0	0	0	0	0	0	0	0	1	94.25	51	112	40	0	0	0	0	0	0	2	102	2	224	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	85652097	6	6	381	11595	381	0	63.5	155.5425987	4344	0	1932.5	1754.831473	139.8214454	0.140101649	7786554.273	25800000	85500000	1	85500000	17100000	38200000	85500000	1	145453	29090.6	59423.8419	135111	48	0	0	0	0	200	200	0.070050824	0.070050824	0	4344	921.2307692	1497.692845	2243083.859	0	0	0	0	1	0	0	0	1	998	63.5	1932.5	200	0	0	0	0	0	0	6	381	6	11595	274	235	1	32	4	0	4	4	85500000	0	85500000	85500000	DoS Hulk
53	249	2	2	56	476	28	28	28	0	238	238	238	0	2136546.185	16064.25703	83	104.747315	201	1	1	1	0	1	1	47	47	0	47	47	0	0	0	0	64	64	8032.128514	8032.128514	28	238	112	115.0217371	13230	0	0	0	0	0	0	0	0	1	140	28	238	64	0	0	0	0	0	0	2	56	2	476	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	63153371	7	0	0	0	0	0	0	0	0	0	0	0	0	0.110841272	10500000	11900000	32100000	997955	63200000	10500000	11900000	32100000	997955	0	0	0	0	0	0	0	0	0	280	0	0.110841272	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	7	0	0	0	29200	-1	0	40	7009781	0	7009781	7009781	18700000	12300000	32100000	8016043	DoS Slowhttptest
53	30484	2	2	70	186	35	35	35	0	93	93	93	0	8397.848051	131.2163758	10161.33333	17593.88344	30477	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	40	40	65.6081879	65.6081879	35	93	58.2	31.76790834	1009.2	0	0	0	0	0	0	0	0	1	72.75	35	93	40	0	0	0	0	0	0	2	70	2	186	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	61294	2	2	94	204	47	47	47	0	102	102	102	0	4861.813554	65.25924234	20431.33333	35384.64331	61290	1	1	1	0	1	1	3	3	0	3	3	0	0	0	0	64	64	32.62962117	32.62962117	47	102	69	30.12474066	907.5	0	0	0	0	0	0	0	0	1	86.25	47	102	64	0	0	0	0	0	0	2	94	2	204	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	169	2	2	86	118	43	43	43	0	59	59	59	0	1207100.592	23668.63905	56.33333333	57.3527099	117	3	3	3	0	3	3	49	49	0	49	49	0	0	0	0	64	64	11834.31953	11834.31953	43	59	49.4	8.76356092	76.8	0	0	0	0	0	0	0	0	1	61.75	43	59	64	0	0	0	0	0	0	2	86	2	118	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
443	81774548	86	136	1124	200410	453	0	13.06976744	68.22881756	2836	0	1473.602941	489.4764138	2464.507661	2.714781132	370020.5792	5472717.804	81400000	1	81800000	962053.5059	8824161.224	81400000	47	377854	2798.918519	14333.72846	155450	1	0	0	0	0	2764	4360	1.05167197	1.663109162	0	2836	903.7399103	810.8084413	657410.3284	0	0	0	1	0	0	0	0	1	907.8108108	13.06976744	1473.602941	2764	0	0	0	0	0	0	86	1124	136	200410	65535	357	6	32	414916	0	414916	414916	81400000	0	81400000	81400000	BENIGN
80	98791869	9	7	369	11595	369	0	41	123	4344	0	1656.428571	1547.737688	121.1030839	0.161956648	6586124.6	25500000	98600000	0	98700000	12300000	34900000	98600000	0	149665	24944.16667	55179.21242	137158	48	0	0	0	0	296	232	0.091100615	0.070856034	0	4344	703.7647059	1257.367316	1580972.566	0	0	0	0	1	0	0	0	0	747.75	41	1656.428571	296	0	0	0	0	0	0	9	369	7	11595	251	235	1	32	991	0	991	991	98600000	0	98600000	98600000	DoS Hulk
80	84886709	6	6	360	11595	360	0	60	146.9693846	4344	0	1932.5	2178.085008	140.8347684	0.141364887	7716973.545	25500000	84700000	0	84700000	16900000	37900000	84700000	0	203039	40607.8	83404.49923	189476	181	0	0	0	0	200	200	0.070682443	0.070682443	0	4344	919.6153846	1714.234695	2938600.59	0	0	0	0	1	0	0	0	1	996.25	60	1932.5	200	0	0	0	0	0	0	6	360	6	11595	274	235	1	32	1	0	1	1	84700000	0	84700000	84700000	DoS Hulk
80	100399849	7	7	325	11595	325	0	46.42857143	122.8384537	4344	0	1656.428571	1757.579003	118.7252782	0.139442441	7723065.308	27800000	100000000	1	100000000	16700000	41000000	100000000	2	60450	10075	19263.97319	48176	1	0	0	0	0	232	232	0.06972122	0.06972122	0	4344	794.6666667	1423.626941	2026713.667	0	0	0	0	1	0	0	0	1	851.4285714	46.42857143	1656.428571	232	0	0	0	0	0	0	7	325	7	11595	251	235	1	32	1010	0	1010	1010	100000000	0	100000000	100000000	DoS Hulk
80	86088193	9	6	365	11595	365	0	40.55555556	121.6666667	5792	0	1932.5	2179.547086	138.9272975	0.174239922	6149156.643	23000000	85900000	1	85900000	10700000	30400000	85900000	1	189544	37908.8	76995.11598	175222	71	0	0	0	0	296	200	0.104543953	0.069695969	0	5792	747.5	1578.028094	2490172.667	0	0	0	0	1	0	0	0	0	797.3333333	40.55555556	1932.5	296	0	0	0	0	0	0	9	365	6	11595	251	235	1	32	1005	0	1005	1005	85900000	0	85900000	85900000	DoS Hulk
80	85765311	4	6	334	11595	328	0	83.5	163.024538	5792	0	1932.5	2181.008184	139.0888678	0.116597257	9529479	28500000	85600000	4	85600000	28500000	49400000	85600000	4	148701	29740.2	60336.60008	137335	14	0	0	0	0	124	200	0.046638903	0.069958354	0	5792	1085	1826.184602	3334950.2	1	0	0	0	0	0	0	0	1	1193.5	83.5	1932.5	124	0	0	0	0	0	0	4	334	6	11595	0	235	1	20	0	0	0	0	85600000	0	85600000	85600000	DoS Hulk
53	141	2	2	72	104	36	36	36	0	52	52	52	0	1248226.95	28368.79433	47	76.21023553	135	3	3	3	0	3	3	3	3	0	3	3	0	0	0	0	64	64	14184.39716	14184.39716	36	52	42.4	8.76356092	76.8	0	0	0	0	0	0	0	0	1	53	36	52	64	0	0	0	0	0	0	2	72	2	104	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	3	2	0	0	0	0	0	0	0	0	0	0	0	0	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	64	0	666666.6667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	23535	1	1	58	139	58	58	58	0	139	139	139	0	8370.512003	84.97981729	23535	0	23535	23535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	40	42.48990865	42.48990865	58	139	85	46.7653718	2187	0	0	0	0	0	0	0	0	1	127.5	58	139	32	0	0	0	0	0	0	1	58	1	139	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	100387261	7	7	361	11595	361	0	51.57142857	136.4451748	4344	0	1656.428571	1757.579003	119.0987769	0.139459926	7722097	27800000	100000000	0	100000000	16700000	40900000	100000000	0	152051	25341.83333	56149.40223	139540	15	0	0	0	0	232	232	0.069729963	0.069729963	0	4344	797.0666667	1422.808715	2024384.638	0	0	0	0	1	0	0	0	1	854	51.57142857	1656.428571	232	0	0	0	0	0	0	7	361	7	11595	274	235	1	32	1023	0	1023	1023	100000000	0	100000000	100000000	DoS Hulk
443	30011013	10	5	904	735	661	0	90.4	205.7567064	597	0	147	258.5575371	54.6132848	0.499816517	2143643.786	7983275.516	29900000	25	30000000	3334557	9954809.229	29900000	25	93235	23308.75	17808.7403	37469	493	0	0	0	0	332	168	0.333211012	0.166605506	0	661	102.4375	211.392516	44686.79583	0	0	0	1	0	0	0	0	0	109.2666667	90.4	147	332	0	0	0	0	0	0	10	904	5	735	65535	351	5	32	130334	0	130334	130334	29900000	0	29900000	29900000	BENIGN
443	333160	13	10	967	4510	375	0	74.38461538	109.9602492	2103	0	451	728.039071	16439.54857	69.03589867	15143.63636	26783.76801	113754	1	333160	27763.33333	31779.85812	113754	3	291984	32442.66667	51666.84925	150750	1	0	0	0	0	272	212	39.02029055	30.01560812	0	2103	228.2083333	500.934169	250935.0417	0	0	0	1	0	0	0	0	0	238.1304348	74.38461538	451	272	0	0	0	0	0	0	13	967	10	4510	8192	360	12	20	0	0	0	0	0	0	0	0	BENIGN
53	96844	2	2	66	282	33	33	33	0	141	141	141	0	3593.407955	41.30353971	32281.33333	55828.90501	96747	48	48	48	0	48	48	49	49	0	49	49	0	0	0	0	64	40	20.65176986	20.65176986	33	141	76.2	59.15403621	3499.2	0	0	0	0	0	0	0	0	1	95.25	33	141	64	0	0	0	0	0	0	2	66	2	282	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
443	836159	7	7	376	3788	201	0	53.71428571	78.68653906	1460	0	541.1428571	661.7178222	4979.914107	16.74322707	64319.92308	67246.08634	233489	41	750660	125110	55018.57472	233489	85257	750976	125162.6667	139880.2182	318885	54	0	0	0	0	152	152	8.371613533	8.371613533	0	1460	277.6	505.5754571	255606.5429	0	0	0	1	0	0	0	0	1	297.4285714	53.71428571	541.1428571	152	0	0	0	0	0	0	7	376	7	3788	8192	60	6	20	0	0	0	0	0	0	0	0	BENIGN
80	995	2	0	0	0	0	0	0	0	0	0	0	0	0	2010.050251	995	0	995	995	995	995	0	995	995	0	0	0	0	0	0	0	0	0	64	0	2010.050251	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
80	84091162	6	7	374	11595	356	0	62.33333333	143.8967222	4344	0	1656.428571	1760.597234	142.333626	0.15459413	7007596.833	24200000	83900000	13	84000000	16800000	37500000	83900000	1002	84100000	14000000	34300000	83900000	48	0	0	0	0	164	232	0.071351137	0.083242993	0	4344	855.3571429	1459.411979	2129883.324	1	0	0	0	0	0	0	0	1	921.1538462	62.33333333	1656.428571	164	0	0	0	0	0	0	6	374	7	11595	0	235	3	20	14994	0	14994	14994	83900000	0	83900000	83900000	DoS Hulk
80	343536	4	5	656	11595	328	0	164	189.3708883	4344	0	2319	2196.731436	35661.47362	26.19812771	42942	80274.74003	215974	4	228998	76332.66667	121107.9293	215974	4	343529	85882.25	109559.5069	229056	61	0	0	0	0	136	168	11.64361231	14.55451539	0	4344	1225.1	1867.790998	3488643.211	0	0	0	1	0	0	0	0	1	1361.222222	164	2319	136	0	0	0	0	0	0	4	656	5	11595	29200	235	2	32	0	0	0	0	0	0	0	0	DoS Hulk
443	153513	10	8	552	3939	195	0	55.2	71.48706177	1430	0	492.375	620.9904387	29254.85138	117.2539133	9030.176471	14922.29205	36641	1	153513	17057	17633.08863	38029	48	83165	11880.71429	19735.16964	44217	1	0	0	0	0	212	172	65.14106297	52.11285038	0	1430	236.3684211	450.5430317	202989.0234	0	0	0	1	0	0	0	0	0	249.5	55.2	492.375	212	0	0	0	0	0	0	10	552	8	3939	8192	343	9	20	0	0	0	0	0	0	0	0	BENIGN
53	222	2	2	70	178	35	35	35	0	89	89	89	0	1117117.117	18018.01802	74	124.7116675	218	1	1	1	0	1	1	3	3	0	3	3	0	0	0	0	80	80	9009.009009	9009.009009	35	89	56.6	29.57701811	874.8	0	0	0	0	0	0	0	0	1	70.75	35	89	80	0	0	0	0	0	0	2	70	2	178	-1	-1	1	40	0	0	0	0	0	0	0	0	BENIGN
80	145525	3	6	324	11595	324	0	108	187.0614872	5792	0	1932.5	2181.008184	81903.45301	61.84504381	18190.625	46998.95211	134126	5	11027	5513.5	7790.195408	11022	5	145442	29088.4	58908.24103	134126	46	0	0	0	0	104	200	20.6150146	41.2300292	0	5792	1191.9	1888.269075	3565560.1	0	0	0	1	0	0	0	0	2	1324.333333	108	1932.5	104	0	0	0	0	0	0	3	324	6	11595	29200	235	1	32	0	0	0	0	0	0	0	0	DoS Hulk
53	30776	4	2	132	122	33	33	33	0	61	61	61	0	8253.184299	194.9571094	6155.2	11321.01187	26089	3	26096	8698.666667	15060.47046	26089	3	48	48	0	48	48	0	0	0	0	128	64	129.9714063	64.98570315	33	61	41	13.66260102	186.6666667	0	0	0	0	0	0	0	0	0	47.83333333	33	61	128	0	0	0	0	0	0	4	132	2	122	-1	-1	3	32	0	0	0	0	0	0	0	0	BENIGN
41157	75	2	1	31	6	31	0	15.5	21.92031022	6	6	6	0	493333.3333	40000	37.5	47.37615434	71	4	4	4	0	4	4	0	0	0	0	0	1	0	0	0	64	20	26666.66667	13333.33333	0	31	17	16.35033129	267.3333333	0	1	0	0	1	0	0	0	0	22.66666667	15.5	6	64	0	0	0	0	0	0	2	31	1	6	1877	0	0	32	0	0	0	0	0	0	0	0	BENIGN
53	181	2	2	86	280	43	43	43	0	140	140	140	0	2022099.448	22099.44751	60.33333333	98.43949072	174	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	64	64	11049.72376	11049.72376	43	140	81.8	53.12908808	2822.7	0	0	0	0	0	0	0	0	1	102.25	43	140	64	0	0	0	0	0	0	2	86	2	280	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	60300	2	2	76	236	38	38	38	0	118	118	118	0	5174.129353	66.33499171	20100	34770.06122	60249	3	48	48	0	48	48	3	3	0	3	3	0	0	0	0	40	40	33.16749585	33.16749585	38	118	70	43.8178046	1920	0	0	0	0	0	0	0	0	1	87.5	38	118	40	0	0	0	0	0	0	2	76	2	236	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
443	178672	10	9	539	4202	205	0	53.9	78.28927839	1430	0	466.8888889	613.8496242	26534.65568	106.3401093	9926.222222	13108.24086	36952	1	178672	19852.44444	12668.65152	38584	48	124922	15615.25	25227.28637	62660	1	0	0	0	0	212	192	55.96847855	50.3716307	0	1430	237.05	455.1875813	207195.7342	0	0	0	1	0	0	0	0	0	249.5263158	53.9	466.8888889	212	0	0	0	0	0	0	10	539	9	4202	8192	351	9	20	0	0	0	0	0	0	0	0	BENIGN
53	46438	1	1	51	92	51	51	51	0	92	92	92	0	3079.37465	43.06817692	46438	0	46438	46438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	21.53408846	21.53408846	51	92	64.66666667	23.67136104	560.3333333	0	0	0	0	0	0	0	0	1	97	51	92	32	0	0	0	0	0	0	1	51	1	92	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	3	2	0	0	0	0	0	0	0	0	0	0	0	0	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	64	0	666666.6667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
